,fighter_name,date_rmean,knock_down_rmean,sig_strike_pct_rmean,takdown_pct_rmean,submission_att_rmean,pass_rmean,rev_rmean,knock_down,sig_strikes,sig_strike_pct,total_strikes,takedown,takdown_pct,submission_att,pass,rev,head,body,leg,distance,clinch,ground,height,weight,reach,stance,DOB,date,Winner,win_by,last_round,Fight_type,0_kd,1_kd,2_kd,3_kd,4_kd,5_kd,0_rev,1_rev,2_rev,3_rev,5_rev,4_rev,Orthodox,Southpaw,,Switch,Open Stance,Sideways,Submission,Decision - Unanimous,TKO - Doctor's Stoppage,KO/TKO,Decision - Split,Decision - Majority,Could Not Continue,DQ,Overturned,Other,1_round(s),3_round(s),2_round(s),5_round(s),4_round(s)
950,Billy Miles,2007-12-08,,,,,,,0,0 of 3,0.0,0 of 3,0 of 2,0.0,0,0,0,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0,"5' 10""",170.0,,Orthodox,"Apr 28, 1978",2007-12-08,George Sotiropoulos,Submission,1,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
951,Blagoy Ivanov,2018-07-14,,,,,,,0,51 of 229,0.22,51 of 229,0 of 0,0.0,0,0,0,40 of 213,10 of 15,1 of 1,49 of 227,2 of 2,0 of 0,"5' 11""",250.0,"73""",Southpaw,"Oct 09, 1986",2018-07-14,Junior Dos Santos,Decision - Unanimous,5,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
952,Blagoy Ivanov,2019-03-09,0.0,0.22,0.0,0.0,0.0,0.0,0,72 of 178,0.4,73 of 179,0 of 0,0.0,0,0,0,50 of 156,19 of 19,3 of 3,70 of 175,2 of 3,0 of 0,"5' 11""",250.0,"73""",Southpaw,"Oct 09, 1986",2019-03-09,Blagoy Ivanov,Decision - Unanimous,3,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
953,Blagoy Ivanov,2019-06-08,0.0,0.31,0.0,0.0,0.0,0.0,1,73 of 123,0.59,81 of 131,2 of 2,1.0,0,0,0,65 of 114,7 of 8,1 of 1,62 of 111,5 of 6,6 of 6,"5' 11""",250.0,"73""",Southpaw,"Oct 09, 1986",2019-06-08,Blagoy Ivanov,Decision - Unanimous,3,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
954,Bob Cook,2000-03-10,,,,,,,0,22 of 47,0.46,53 of 78,1 of 5,0.2,2,3,0,12 of 30,7 of 11,3 of 6,15 of 34,7 of 12,0 of 1,"5' 9""",170.0,,Orthodox,,2000-03-10,Bob Cook,Submission,2,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
955,Bob Gilstrap,1998-05-15,,,,,,,0,0 of 1,0.0,0 of 1,0 of 0,0.0,0,0,0,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,"6' 3""",200.0,,Orthodox,,1998-05-15,Carlos Newton,Submission,1,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
956,Bobby Green,2013-02-02,,,,,,,0,54 of 90,0.6,69 of 106,1 of 1,1.0,1,4,2,34 of 64,14 of 19,6 of 7,17 of 44,9 of 9,28 of 37,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2013-02-02,Bobby Green,Submission,3,Lightweight Bout,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
957,Bobby Green,2013-11-06,0.0,0.6,1.0,1.0,4.0,2.0,1,20 of 54,0.37,20 of 54,0 of 0,0.0,0,0,0,5 of 29,7 of 16,8 of 9,20 of 54,0 of 0,0 of 0,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2013-11-06,Bobby Green,KO/TKO,1,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
958,Bobby Green,2013-12-14,0.5,0.485,0.5,0.5,2.0,1.0,0,80 of 138,0.57,93 of 152,3 of 6,0.5,0,0,0,68 of 119,8 of 14,4 of 5,68 of 126,10 of 10,2 of 2,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2013-12-14,Bobby Green,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
959,Bobby Green,2014-07-26,0.3333333333333333,0.5133333333333333,0.5,0.3333333333333333,1.3333333333333333,0.6666666666666666,0,59 of 141,0.41,63 of 145,0 of 2,0.0,0,0,0,18 of 79,23 of 37,18 of 25,56 of 135,3 of 6,0 of 0,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2014-07-26,Bobby Green,Decision - Split,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
960,Bobby Green,2014-11-22,0.3333333333333333,0.45,0.16666666666666666,0.0,0.0,0.0,0,50 of 123,0.4,50 of 123,0 of 2,0.0,0,0,0,27 of 86,10 of 19,13 of 18,50 of 123,0 of 0,0 of 0,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2014-11-22,Edson Barboza,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
961,Bobby Green,2016-06-04,0.0,0.45999999999999996,0.16666666666666666,0.0,0.0,0.0,0,16 of 35,0.45,17 of 36,0 of 0,0.0,0,0,0,13 of 29,2 of 3,1 of 3,15 of 32,1 of 3,0 of 0,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2016-06-04,Dustin Poirier,KO/TKO,1,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
962,Bobby Green,2017-04-15,0.0,0.41999999999999993,0.0,0.0,0.0,0.0,0,75 of 143,0.52,104 of 176,0 of 6,0.0,0,0,0,14 of 71,27 of 33,34 of 39,60 of 124,15 of 19,0 of 0,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2017-04-15,Rashid Magomedov,Decision - Split,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
963,Bobby Green,2017-10-07,0.0,0.4566666666666666,0.0,0.0,0.0,0.0,0,93 of 232,0.4,104 of 246,1 of 3,0.33,0,0,0,66 of 195,15 of 22,12 of 15,74 of 210,19 of 22,0 of 0,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2017-10-07,,Decision - Split,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
964,Bobby Green,2018-01-27,0.0,0.4566666666666667,0.11,0.0,0.0,0.0,0,110 of 194,0.56,134 of 220,1 of 5,0.2,0,2,1,48 of 116,43 of 56,19 of 22,55 of 128,37 of 42,18 of 24,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2018-01-27,Bobby Green,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
965,Bobby Green,2018-12-15,0.0,0.4933333333333334,0.17666666666666667,0.0,0.6666666666666666,0.3333333333333333,0,92 of 154,0.59,110 of 176,1 of 4,0.25,1,5,0,39 of 91,27 of 31,26 of 32,69 of 126,13 of 15,10 of 13,"5' 10""",155.0,"71""",Orthodox,"Sep 09, 1986",2018-12-15,Drakkar Klose,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
966,Bobby Hoffman,2000-09-22,,,,,,,0,10 of 44,0.22,24 of 68,4 of 4,1.0,0,3,0,8 of 41,2 of 3,0 of 0,0 of 13,4 of 12,6 of 19,"6' 2""",245.0,,Orthodox,"Oct 28, 1968",2000-09-22,Maurice Smith,Decision - Split,3,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
967,Bobby Hoffman,2001-02-23,0.0,0.22,1.0,0.0,3.0,0.0,1,20 of 23,0.86,64 of 67,0 of 0,0.0,0,0,0,4 of 6,16 of 17,0 of 0,0 of 1,20 of 22,0 of 0,"6' 2""",245.0,,Orthodox,"Oct 28, 1968",2001-02-23,,Overturned,1,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
968,Bobby Hoffman,2001-11-02,0.5,0.54,0.5,0.0,1.5,0.0,0,6 of 14,0.42,21 of 31,1 of 2,0.5,1,2,1,3 of 10,1 of 2,2 of 2,1 of 2,2 of 3,3 of 9,"6' 2""",245.0,,Orthodox,"Oct 28, 1968",2001-11-02,Josh Barnett,KO/TKO,2,Heavyweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
969,Bobby Moffett,2018-11-10,,,,,,,0,20 of 56,0.35,21 of 57,1 of 1,1.0,1,1,0,13 of 47,1 of 2,6 of 7,18 of 51,1 of 4,1 of 1,"5' 10""",145.0,"74""",Orthodox,"Jun 01, 1990",2018-11-10,Bobby Moffett,Submission,2,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
970,Bobby Moffett,2019-03-23,0.0,0.35,1.0,1.0,1.0,0.0,0,9 of 42,0.21,25 of 63,5 of 8,0.62,2,4,1,5 of 37,1 of 2,3 of 3,8 of 41,1 of 1,0 of 0,"5' 10""",145.0,"74""",Orthodox,"Jun 01, 1990",2019-03-23,Bryce Mitchell,Decision - Unanimous,3,Featherweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
971,Bobby Nash,2017-01-28,,,,,,,1,39 of 106,0.36,59 of 127,1 of 4,0.25,2,1,0,25 of 89,3 of 3,11 of 14,26 of 85,11 of 17,2 of 4,"6' 0""",170.0,"74""",Orthodox,"Mar 26, 1990",2017-01-28,Li Jingliang,KO/TKO,2,Welterweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
972,Bobby Nash,2017-07-16,1.0,0.36,0.25,2.0,1.0,0.0,0,25 of 63,0.39,46 of 91,2 of 5,0.4,0,1,0,15 of 45,5 of 12,5 of 6,18 of 53,7 of 10,0 of 0,"6' 0""",170.0,"74""",Orthodox,"Mar 26, 1990",2017-07-16,Danny Roberts,KO/TKO,2,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
973,Bobby Nash,2017-11-25,0.5,0.375,0.325,1.0,1.0,0.0,0,1 of 3,0.33,1 of 3,0 of 0,0.0,0,0,0,0 of 2,1 of 1,0 of 0,1 of 3,0 of 0,0 of 0,"6' 0""",170.0,"74""",Orthodox,"Mar 26, 1990",2017-11-25,Song Kenan,KO/TKO,1,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
974,Bobby Southworth,2005-04-09,,,,,,,0,21 of 84,0.25,81 of 151,1 of 2,0.5,0,0,0,6 of 66,1 of 2,14 of 16,19 of 81,1 of 1,1 of 2,"6' 2""",205.0,,Orthodox,"Dec 16, 1969",2005-04-09,Sam Hoger,Decision - Unanimous,3,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
975,Bobby Voelker,2013-03-16,,,,,,,0,83 of 175,0.47,153 of 265,4 of 5,0.8,0,1,0,55 of 139,14 of 19,14 of 17,38 of 109,30 of 41,15 of 25,"6' 0""",170.0,"75""",Orthodox,"Apr 26, 1979",2013-03-16,Patrick Cote,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
976,Bobby Voelker,2013-07-27,0.0,0.47,0.8,0.0,1.0,0.0,0,10 of 42,0.23,11 of 44,0 of 0,0.0,0,0,0,6 of 35,2 of 3,2 of 4,9 of 40,1 of 2,0 of 0,"6' 0""",170.0,"75""",Orthodox,"Apr 26, 1979",2013-07-27,Robbie Lawler,KO/TKO,2,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
977,Bobby Voelker,2013-12-28,0.0,0.35,0.4,0.0,0.5,0.0,0,61 of 240,0.25,72 of 251,0 of 2,0.0,0,0,0,43 of 213,8 of 13,10 of 14,47 of 211,14 of 29,0 of 0,"6' 0""",170.0,"75""",Orthodox,"Apr 26, 1979",2013-12-28,William Patolino,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
978,Bobby Voelker,2014-06-07,0.0,0.31666666666666665,0.26666666666666666,0.0,0.3333333333333333,0.0,0,37 of 94,0.39,74 of 138,0 of 1,0.0,0,0,2,19 of 71,12 of 16,6 of 7,26 of 77,10 of 13,1 of 4,"6' 0""",170.0,"75""",Orthodox,"Apr 26, 1979",2014-06-07,Lance Benoist,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
979,Bojan Mihajlovic,2016-07-23,,,,,,,0,3 of 6,0.5,3 of 6,0 of 1,0.0,0,0,0,0 of 1,1 of 1,2 of 4,3 of 6,0 of 0,0 of 0,"5' 11""",205.0,"73""",Orthodox,"Mar 30, 1980",2016-07-23,Francis Ngannou,KO/TKO,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
980,Bojan Mihajlovic,2017-01-15,0.0,0.5,0.0,0.0,0.0,0.0,0,22 of 54,0.4,31 of 65,0 of 0,0.0,0,0,0,6 of 32,8 of 12,8 of 10,17 of 47,5 of 7,0 of 0,"5' 11""",205.0,"73""",Orthodox,"Mar 30, 1980",2017-01-15,Joachim Christensen,KO/TKO,3,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
981,Bojan Mihajlovic,2017-09-02,0.0,0.45,0.0,0.0,0.0,0.0,0,1 of 13,0.07,7 of 21,0 of 0,0.0,0,0,0,1 of 12,0 of 1,0 of 0,1 of 11,0 of 1,0 of 1,"5' 11""",205.0,"73""",Orthodox,"Mar 30, 1980",2017-09-02,Abdul-Kerim Edilov,KO/TKO,2,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
982,Bojan Velickovic,2016-04-10,,,,,,,0,45 of 135,0.33,56 of 148,1 of 5,0.2,1,1,1,16 of 89,9 of 17,20 of 29,43 of 131,2 of 4,0 of 0,"6' 0""",170.0,"76""",Southpaw,"Dec 18, 1988",2016-04-10,Bojan Velickovic,Decision - Unanimous,3,Middleweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
983,Bojan Velickovic,2016-07-30,0.0,0.33,0.2,1.0,1.0,1.0,0,17 of 57,0.29,60 of 107,1 of 2,0.5,0,1,0,3 of 31,4 of 6,10 of 20,15 of 53,2 of 4,0 of 0,"6' 0""",170.0,"76""",Southpaw,"Dec 18, 1988",2016-07-30,,Decision - Majority,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
984,Bojan Velickovic,2016-12-17,0.0,0.31,0.35,0.5,1.0,0.5,0,22 of 53,0.41,126 of 160,0 of 1,0.0,1,1,0,1 of 21,9 of 17,12 of 15,17 of 48,4 of 4,1 of 1,"6' 0""",170.0,"76""",Southpaw,"Dec 18, 1988",2016-12-17,Sultan Aliev,Decision - Split,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
985,Bojan Velickovic,2017-05-28,0.0,0.3433333333333333,0.2333333333333333,0.6666666666666666,1.0,0.3333333333333333,1,53 of 123,0.43,107 of 179,1 of 4,0.25,0,0,0,37 of 104,3 of 3,13 of 16,50 of 118,2 of 4,1 of 1,"6' 0""",170.0,"76""",Southpaw,"Dec 18, 1988",2017-05-28,Bojan Velickovic,KO/TKO,3,Welterweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
986,Bojan Velickovic,2017-09-02,0.3333333333333333,0.37666666666666665,0.25,0.3333333333333333,0.6666666666666666,0.0,0,34 of 144,0.23,69 of 181,0 of 3,0.0,0,0,0,16 of 109,2 of 7,16 of 28,32 of 141,0 of 1,2 of 2,"6' 0""",170.0,"76""",Southpaw,"Dec 18, 1988",2017-09-02,Darren Till,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
987,Bojan Velickovic,2017-11-18,0.3333333333333333,0.35666666666666663,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,24 of 48,0.5,113 of 163,1 of 1,1.0,1,3,2,20 of 41,2 of 4,2 of 3,9 of 28,9 of 13,6 of 7,"6' 0""",170.0,"76""",Southpaw,"Dec 18, 1988",2017-11-18,Jake Matthews,Decision - Split,3,Welterweight Bout,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
988,Boston Salmon,2019-04-13,,,,,,,0,0 of 0,0.0,0 of 0,0 of 0,0.0,0,0,0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,"5' 9""",135.0,"69""",Southpaw,"Nov 20, 1990",2019-04-13,Khalid Taha,KO/TKO,1,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
989,Brad Blackburn,2008-07-19,,,,,,,4,53 of 87,0.6,84 of 120,0 of 0,0.0,0,0,0,46 of 77,4 of 5,3 of 5,30 of 52,5 of 8,18 of 27,"5' 10""",170.0,"73""",Orthodox,"May 25, 1977",2008-07-19,Brad Blackburn,KO/TKO,2,Welterweight Bout,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
990,Brad Blackburn,2008-12-27,4.0,0.6,0.0,0.0,0.0,0.0,1,79 of 296,0.26,84 of 301,0 of 1,0.0,0,0,0,48 of 254,10 of 19,21 of 23,76 of 291,1 of 1,2 of 4,"5' 10""",170.0,"73""",Orthodox,"May 25, 1977",2008-12-27,Brad Blackburn,Decision - Unanimous,3,Welterweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
991,Brad Blackburn,2009-06-20,2.5,0.43,0.0,0.0,0.0,0.0,0,66 of 162,0.4,66 of 162,0 of 1,0.0,1,0,0,36 of 116,11 of 19,19 of 27,63 of 155,3 of 7,0 of 0,"5' 10""",170.0,"73""",Orthodox,"May 25, 1977",2009-06-20,Brad Blackburn,Decision - Split,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
992,Brad Blackburn,2010-01-11,1.6666666666666667,0.42,0.0,0.3333333333333333,0.0,0.0,0,37 of 150,0.24,67 of 180,0 of 1,0.0,0,0,0,19 of 120,7 of 17,11 of 13,31 of 135,6 of 15,0 of 0,"5' 10""",170.0,"73""",Orthodox,"May 25, 1977",2010-01-11,Amir Sadollah,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
993,Brad Blackburn,2010-04-10,0.3333333333333333,0.3,0.0,0.3333333333333333,0.0,0.0,0,59 of 132,0.44,83 of 165,4 of 5,0.8,2,2,0,32 of 88,12 of 22,15 of 22,55 of 124,1 of 4,3 of 4,"5' 10""",170.0,"73""",Orthodox,"May 25, 1977",2010-04-10,DaMarques Johnson,KO/TKO,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
